word,category,category_id,category_count
Zirkusbesitzer/in,1--SOC--Art--arts_handraft_performances,3,1
Zirkusclown/in,1--SOC--Art--arts_handraft_performances,3,1
Alleinunterhalter,1--SOC--Art--arts_handraft_performances,3,1
Animationskuenstler,1--SOC--Art--arts_handraft_performances,3,1
"Ansager,""1--SOC--Art--arts_handraft_performances, 1--SOC--Mobility_Sector--general_reference"",""3, 9"",2"
Astrologe,1--SOC--Art--arts_handraft_performances,3,1
Bauchredner,1--SOC--Art--arts_handraft_performances,3,1
Buettenredner,1--SOC--Art--arts_handraft_performances,3,1
Clown,1--SOC--Art--arts_handraft_performances,3,1
Conférencier,1--SOC--Art--arts_handraft_performances,3,1
Croupier,1--SOC--Art--arts_handraft_performances,3,1
Entertainer,1--SOC--Art--arts_handraft_performances,3,1
Fernsehansager,1--SOC--Art--arts_handraft_performances,3,1
Fernsehmoderator,1--SOC--Art--arts_handraft_performances,3,1
Fernsehsprecher,1--SOC--Art--arts_handraft_performances,3,1
Figurenspieler,1--SOC--Art--arts_handraft_performances,3,1
Gaukler,1--SOC--Art--arts_handraft_performances,3,1
Gedaechtniskuenstler,1--SOC--Art--arts_handraft_performances,3,1
Gedankenleser,1--SOC--Art--arts_handraft_performances,3,1
Gluecksbudenbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Hellseher,1--SOC--Art--arts_handraft_performances,3,1
Hoerfunkmoderator,1--SOC--Art--arts_handraft_performances,3,1
Humorist,1--SOC--Art--arts_handraft_performances,3,1
Hypnosekuenstler,1--SOC--Art--arts_handraft_performances,3,1
"Hypnotiseur,""1--SOC--Art--arts_handraft_performances, 1--SOC--Health--physical_health_care"",""3, 6"",2"
Illusionist,1--SOC--Art--arts_handraft_performances,3,1
Illusionskuenstler,1--SOC--Art--arts_handraft_performances,3,1
Imitator,1--SOC--Art--arts_handraft_performances,3,1
Jodler,1--SOC--Art--arts_handraft_performances,3,1
Kabarettist,1--SOC--Art--arts_handraft_performances,3,1
Kartenleger,1--SOC--Art--arts_handraft_performances,3,1
Karussellbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Kasperlespieler,1--SOC--Art--arts_handraft_performances,3,1
Komiker,1--SOC--Art--arts_handraft_performances,3,1
Kommentator,1--SOC--Art--arts_handraft_performances,3,1
Leierkastenmann,1--SOC--Art--arts_handraft_performances,3,1
Lotterieeinnehmer,1--SOC--Art--arts_handraft_performances,3,1
Lotteriegeschaeftsinhaber,1--SOC--Art--arts_handraft_performances,3,1
Lottoauswerter,1--SOC--Art--arts_handraft_performances,3,1
Magier,1--SOC--Art--arts_handraft_performances,3,1
Magiker,1--SOC--Art--arts_handraft_performances,3,1
Marionettenspieler,1--SOC--Art--arts_handraft_performances,3,1
Mnemotechniker,1--SOC--Art--arts_handraft_performances,3,1
Moderator,1--SOC--Art--arts_handraft_performances,3,1
Musikclown,1--SOC--Art--arts_handraft_performances,3,1
Nachrichtenansager,1--SOC--Art--arts_handraft_performances,3,1
Nachrichtensprecher,1--SOC--Art--arts_handraft_performances,3,1
Orgeldreher,1--SOC--Art--arts_handraft_performances,3,1
Parodist,1--SOC--Art--arts_handraft_performances,3,1
Praesentator,1--SOC--Art--arts_handraft_performances,3,1
Prestidigitateur,1--SOC--Art--arts_handraft_performances,3,1
Puppenspieler,1--SOC--Art--arts_handraft_performances,3,1
Quizmaster,1--SOC--Art--arts_handraft_performances,3,1
Radioansager,1--SOC--Art--arts_handraft_performances,3,1
Radiomoderator,1--SOC--Art--arts_handraft_performances,3,1
Radiosprecher,1--SOC--Art--arts_handraft_performances,3,1
Rezitator,1--SOC--Art--arts_handraft_performances,3,1
Rundfunkansager,1--SOC--Art--arts_handraft_performances,3,1
Rundfunksprecher,1--SOC--Art--arts_handraft_performances,3,1
Schattenspieler,1--SOC--Art--arts_handraft_performances,3,1
Schaubudenbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Schausteller,1--SOC--Art--arts_handraft_performances,3,1
Scherenschneider,1--SOC--Art--arts_handraft_performances,3,1
Schießbudenbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Schiffsschaukelbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Showmaster,1--SOC--Art--arts_handraft_performances,3,1
Spielbankbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Spielbankkontrolleur,1--SOC--Art--arts_handraft_performances,3,1
Spielbudenbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Spielbudenschausteller,1--SOC--Art--arts_handraft_performances,3,1
Spielhallenbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Spielleiter,1--SOC--Art--arts_handraft_performances,3,1
Sprecher,1--SOC--Art--arts_handraft_performances,3,1
Stimmenimitator,1--SOC--Art--arts_handraft_performances,3,1
Studioansager,1--SOC--Art--arts_handraft_performances,3,1
Studiosprecher,1--SOC--Art--arts_handraft_performances,3,1
Talkmaster,1--SOC--Art--arts_handraft_performances,3,1
Taschenspieler,1--SOC--Art--arts_handraft_performances,3,1
Travestie-Kuenstler,1--SOC--Art--arts_handraft_performances,3,1
TV-Moderator,1--SOC--Art--arts_handraft_performances,3,1
Unterhaltungskuenstler,1--SOC--Art--arts_handraft_performances,3,1
Varietekuenstler,1--SOC--Art--arts_handraft_performances,3,1
Vorleser,1--SOC--Art--arts_handraft_performances,3,1
Vortragskuenstler,1--SOC--Art--arts_handraft_performances,3,1
Vortragsmeister,1--SOC--Art--arts_handraft_performances,3,1
Vortragsredner,1--SOC--Art--arts_handraft_performances,3,1
Wahrsager,1--SOC--Art--arts_handraft_performances,3,1
Weihnachtsmann,1--SOC--Art--arts_handraft_performances,3,1
Wettbueroinhaber,1--SOC--Art--arts_handraft_performances,3,1
Zauberer,1--SOC--Art--arts_handraft_performances,3,1
Zauberkuenstler,1--SOC--Art--arts_handraft_performances,3,1
Zirkusbesitzer,1--SOC--Art--arts_handraft_performances,3,1
Zirkusclown,1--SOC--Art--arts_handraft_performances,3,1
Akkordeonspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Altist/in,1--SOC--Art--arts_handraft_performances,3,1
Arrangeur/in,1--SOC--Art--arts_handraft_performances,3,1
Audiodesigner/in,1--SOC--Art--arts_handraft_performances,3,1
Balalaikaspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Ballettrepetitor/in,1--SOC--Art--arts_handraft_performances,3,1
Bandleader/in,1--SOC--Art--arts_handraft_performances,3,1
Banjospieler/in,1--SOC--Art--arts_handraft_performances,3,1
Bassgeiger/in,1--SOC--Art--arts_handraft_performances,3,1
Bassist/in,1--SOC--Art--arts_handraft_performances,3,1
Berufsmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
"Blaeser/in,""1--SOC--Art--arts_handraft_performances, 1--SOC--Food--processing_consumption"",""3, 5"",2"
Blechblaeser/in,1--SOC--Art--arts_handraft_performances,3,1
Bratschist/in,1--SOC--Art--arts_handraft_performances,3,1
Buehnensaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Cellist/in,1--SOC--Art--arts_handraft_performances,3,1
Cembalist/in,1--SOC--Art--arts_handraft_performances,3,1
Chansonette,1--SOC--Art--arts_handraft_performances,3,1
Chefdirigent/in,1--SOC--Art--arts_handraft_performances,3,1
Choralmagister/in,1--SOC--Art--arts_handraft_performances,3,1
Chordirektor/in,1--SOC--Art--arts_handraft_performances,3,1
Chordirigent/in,1--SOC--Art--arts_handraft_performances,3,1
Chorleiter/in,1--SOC--Art--arts_handraft_performances,3,1
Chorrepetitor/in,1--SOC--Art--arts_handraft_performances,3,1
Chorsaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Cimbalspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Countertenor/in,1--SOC--Art--arts_handraft_performances,3,1
Dipl.-Musiker/in,1--SOC--Art--arts_handraft_performances,3,1
Diplom-Komponist/in,1--SOC--Art--arts_handraft_performances,3,1
Dirigent/in,1--SOC--Art--arts_handraft_performances,3,1
Domchorsaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Drehorgelspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Fagottist/in,1--SOC--Art--arts_handraft_performances,3,1
Floetist/in,1--SOC--Art--arts_handraft_performances,3,1
Folkloremusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Gastdirigent/in,1--SOC--Art--arts_handraft_performances,3,1
Geiger/in,1--SOC--Art--arts_handraft_performances,3,1
Generalmusikdirektor/in,1--SOC--Art--arts_handraft_performances,3,1
Gesangsrepetitor/in,1--SOC--Art--arts_handraft_performances,3,1
Gesangssolist/in,1--SOC--Art--arts_handraft_performances,3,1
Gitarrist/in,1--SOC--Art--arts_handraft_performances,3,1
Gruppenkantor/in,1--SOC--Art--arts_handraft_performances,3,1
Harfenspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Harmonikaspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Harmoniumspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Hornist/in,1--SOC--Art--arts_handraft_performances,3,1
Instrumentalist/in,1--SOC--Art--arts_handraft_performances,3,1
Instrumentalrepetitor/in,1--SOC--Art--arts_handraft_performances,3,1
Instrumentalsolist/in,1--SOC--Art--arts_handraft_performances,3,1
Jazzer/in,1--SOC--Art--arts_handraft_performances,3,1
Jazzmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Jazzsaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Kammermusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Kammersaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Kantor/in,1--SOC--Art--arts_handraft_performances,3,1
Kapellmeister/in,1--SOC--Art--arts_handraft_performances,3,1
Kirchenchorsaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Kirchenmusikdirektor/in,1--SOC--Art--arts_handraft_performances,3,1
Kirchenmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Klarinettist/in,1--SOC--Art--arts_handraft_performances,3,1
Klavierspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Komponist/in,1--SOC--Art--arts_handraft_performances,3,1
Kontrabassist/in,1--SOC--Art--arts_handraft_performances,3,1
Konzertdirigent/in,1--SOC--Art--arts_handraft_performances,3,1
Konzertmeister/in,1--SOC--Art--arts_handraft_performances,3,1
Konzertsaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Konzertsolist/in,1--SOC--Art--arts_handraft_performances,3,1
Konzertzitherspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Korrepetitor/in,1--SOC--Art--arts_handraft_performances,3,1
Kurmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Lautenspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Liedbegleiter/in,1--SOC--Art--arts_handraft_performances,3,1
Liedermacher/in,1--SOC--Art--arts_handraft_performances,3,1
Mezzosopran/Mezzosopranist/-in,1--SOC--Art--arts_handraft_performances,3,1
Musical-Saenger/in,1--SOC--Art--arts_handraft_performances,3,1
Musikarrangeur/in,1--SOC--Art--arts_handraft_performances,3,1
Musikbearbeiter/in,1--SOC--Art--arts_handraft_performances,3,1
Musikdesigner/in,1--SOC--Art--arts_handraft_performances,3,1
Musikdirektor/in,1--SOC--Art--arts_handraft_performances,3,1
Musikdirigent/in,1--SOC--Art--arts_handraft_performances,3,1
Musiker/in,1--SOC--Art--arts_handraft_performances,3,1
Musiker/in/Saenger/in,1--SOC--Art--arts_handraft_performances,3,1
Musikhistoriker/in,1--SOC--Art--arts_handraft_performances,3,1
Musikregisseur/in,1--SOC--Art--arts_handraft_performances,3,1
Musikschoepfer/in,1--SOC--Art--arts_handraft_performances,3,1
Musiktheoretiker/in,1--SOC--Art--arts_handraft_performances,3,1
Musikwissenschaftler/in,1--SOC--Art--arts_handraft_performances,3,1
Oboist/in,1--SOC--Art--arts_handraft_performances,3,1
Opernchorsaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Operndirektor/in,1--SOC--Art--arts_handraft_performances,3,1
Opernsaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Oratoriumsaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Orchesterdirigent/in,1--SOC--Art--arts_handraft_performances,3,1
Orchesterinstrumentalist/in,1--SOC--Art--arts_handraft_performances,3,1
Organist/in,1--SOC--Art--arts_handraft_performances,3,1
Orgelspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Paukist/in,1--SOC--Art--arts_handraft_performances,3,1
Percussionist/in,1--SOC--Art--arts_handraft_performances,3,1
Philharmoniker/in,1--SOC--Art--arts_handraft_performances,3,1
Pianist/in,1--SOC--Art--arts_handraft_performances,3,1
Polizeimusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Popularmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Posaunist/in,1--SOC--Art--arts_handraft_performances,3,1
Repetitor/in,1--SOC--Art--arts_handraft_performances,3,1
Rockmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Saenger/in,1--SOC--Art--arts_handraft_performances,3,1
Saxophonspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Schlagzeuger/in,1--SOC--Art--arts_handraft_performances,3,1
Schulmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Solist/in,1--SOC--Art--arts_handraft_performances,3,1
Solomusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Solorepetitor/in,1--SOC--Art--arts_handraft_performances,3,1
Solosaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Sopran/Sopranist/in,1--SOC--Art--arts_handraft_performances,3,1
Soubrette,1--SOC--Art--arts_handraft_performances,3,1
Sounddesigner/in,1--SOC--Art--arts_handraft_performances,3,1
Ensembleleiter/in,1--SOC--Art--arts_handraft_performances,3,1
Stimmfuehrer/in,1--SOC--Art--arts_handraft_performances,3,1
Straßenmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Studienleiter/in,1--SOC--Art--arts_handraft_performances,3,1
Symphoniker/in,1--SOC--Art--arts_handraft_performances,3,1
Tanzmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Tenor,1--SOC--Art--arts_handraft_performances,3,1
Ton-Designer/in,1--SOC--Art--arts_handraft_performances,3,1
Tonkuenstler/in,1--SOC--Art--arts_handraft_performances,3,1
Trommler/in,1--SOC--Art--arts_handraft_performances,3,1
Trompeter/in,1--SOC--Art--arts_handraft_performances,3,1
Tubablaeser/in,1--SOC--Art--arts_handraft_performances,3,1
Unterhaltungsmusiker/in,1--SOC--Art--arts_handraft_performances,3,1
Vibraphonist/in,1--SOC--Art--arts_handraft_performances,3,1
Violinist/in,1--SOC--Art--arts_handraft_performances,3,1
Vorspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Waldhornist/in,1--SOC--Art--arts_handraft_performances,3,1
Xylophon-Spieler/in,1--SOC--Art--arts_handraft_performances,3,1
Zupfinstrumentenspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Akkordeonspieler,1--SOC--Art--arts_handraft_performances,3,1
Altist,1--SOC--Art--arts_handraft_performances,3,1
Arrangeur,1--SOC--Art--arts_handraft_performances,3,1
Audiodesigner,1--SOC--Art--arts_handraft_performances,3,1
Balalaikaspieler,1--SOC--Art--arts_handraft_performances,3,1
Ballettrepetitor,1--SOC--Art--arts_handraft_performances,3,1
Bandleader,1--SOC--Art--arts_handraft_performances,3,1
Banjospieler,1--SOC--Art--arts_handraft_performances,3,1
Bassgeiger,1--SOC--Art--arts_handraft_performances,3,1
Bassist,1--SOC--Art--arts_handraft_performances,3,1
Berufsmusiker,1--SOC--Art--arts_handraft_performances,3,1
Blaeser,1--SOC--Art--arts_handraft_performances,3,1
Blechblaeser,1--SOC--Art--arts_handraft_performances,3,1
Bratschist,1--SOC--Art--arts_handraft_performances,3,1
Buehnensaenger,1--SOC--Art--arts_handraft_performances,3,1
Cellist,1--SOC--Art--arts_handraft_performances,3,1
Cembalist,1--SOC--Art--arts_handraft_performances,3,1
Chefdirigent,1--SOC--Art--arts_handraft_performances,3,1
Choralmagister,1--SOC--Art--arts_handraft_performances,3,1
Chordirektor,1--SOC--Art--arts_handraft_performances,3,1
Chordirigent,1--SOC--Art--arts_handraft_performances,3,1
Chorleiter,1--SOC--Art--arts_handraft_performances,3,1
Chorrepetitor,1--SOC--Art--arts_handraft_performances,3,1
Chorsaenger,1--SOC--Art--arts_handraft_performances,3,1
Cimbalspieler,1--SOC--Art--arts_handraft_performances,3,1
Countertenor,1--SOC--Art--arts_handraft_performances,3,1
Dipl.-Musiker,1--SOC--Art--arts_handraft_performances,3,1
Diplom-Komponist,1--SOC--Art--arts_handraft_performances,3,1
Dirigent,1--SOC--Art--arts_handraft_performances,3,1
Domchorsaenger,1--SOC--Art--arts_handraft_performances,3,1
Drehorgelspieler,1--SOC--Art--arts_handraft_performances,3,1
Fagottist,1--SOC--Art--arts_handraft_performances,3,1
Floetist,1--SOC--Art--arts_handraft_performances,3,1
Folkloremusiker,1--SOC--Art--arts_handraft_performances,3,1
Gastdirigent,1--SOC--Art--arts_handraft_performances,3,1
Geiger,1--SOC--Art--arts_handraft_performances,3,1
Generalmusikdirektor,1--SOC--Art--arts_handraft_performances,3,1
Gesangsrepetitor,1--SOC--Art--arts_handraft_performances,3,1
Gesangssolist,1--SOC--Art--arts_handraft_performances,3,1
Gitarrist,1--SOC--Art--arts_handraft_performances,3,1
Gruppenkantor,1--SOC--Art--arts_handraft_performances,3,1
Harfenspieler,1--SOC--Art--arts_handraft_performances,3,1
Harmonikaspieler,1--SOC--Art--arts_handraft_performances,3,1
Harmoniumspieler,1--SOC--Art--arts_handraft_performances,3,1
Hornist,1--SOC--Art--arts_handraft_performances,3,1
Instrumentalist,1--SOC--Art--arts_handraft_performances,3,1
Instrumentalrepetitor,1--SOC--Art--arts_handraft_performances,3,1
Instrumentalsolist,1--SOC--Art--arts_handraft_performances,3,1
Jazzer,1--SOC--Art--arts_handraft_performances,3,1
Jazzmusiker,1--SOC--Art--arts_handraft_performances,3,1
Jazzsaenger,1--SOC--Art--arts_handraft_performances,3,1
Kammermusiker,1--SOC--Art--arts_handraft_performances,3,1
Kammersaenger,1--SOC--Art--arts_handraft_performances,3,1
Kantor,1--SOC--Art--arts_handraft_performances,3,1
Kapellmeister,1--SOC--Art--arts_handraft_performances,3,1
Kirchenchorsaenger,1--SOC--Art--arts_handraft_performances,3,1
Kirchenmusikdirektor,1--SOC--Art--arts_handraft_performances,3,1
Kirchenmusiker,1--SOC--Art--arts_handraft_performances,3,1
Klarinettist,1--SOC--Art--arts_handraft_performances,3,1
Klavierspieler,1--SOC--Art--arts_handraft_performances,3,1
Komponist,1--SOC--Art--arts_handraft_performances,3,1
Kontrabassist,1--SOC--Art--arts_handraft_performances,3,1
Konzertdirigent,1--SOC--Art--arts_handraft_performances,3,1
Konzertmeister,1--SOC--Art--arts_handraft_performances,3,1
Konzertsaenger,1--SOC--Art--arts_handraft_performances,3,1
Konzertsolist,1--SOC--Art--arts_handraft_performances,3,1
Konzertzitherspieler,1--SOC--Art--arts_handraft_performances,3,1
Korrepetitor,1--SOC--Art--arts_handraft_performances,3,1
Kurmusiker,1--SOC--Art--arts_handraft_performances,3,1
Lautenspieler,1--SOC--Art--arts_handraft_performances,3,1
Liedbegleiter,1--SOC--Art--arts_handraft_performances,3,1
Liedermacher,1--SOC--Art--arts_handraft_performances,3,1
Mezzosopran,1--SOC--Art--arts_handraft_performances,3,1
Musical-Saenger,1--SOC--Art--arts_handraft_performances,3,1
Musikalische,1--SOC--Art--arts_handraft_performances,3,1
Musikarrangeur,1--SOC--Art--arts_handraft_performances,3,1
Musikbearbeiter,1--SOC--Art--arts_handraft_performances,3,1
Musikdesigner,1--SOC--Art--arts_handraft_performances,3,1
Musikdirektor,1--SOC--Art--arts_handraft_performances,3,1
Musikdirigent,1--SOC--Art--arts_handraft_performances,3,1
Musiker,1--SOC--Art--arts_handraft_performances,3,1
Musikhistoriker,1--SOC--Art--arts_handraft_performances,3,1
Musikregisseur,1--SOC--Art--arts_handraft_performances,3,1
Musikschoepfer,1--SOC--Art--arts_handraft_performances,3,1
Musiktheoretiker,1--SOC--Art--arts_handraft_performances,3,1
Musikwissenschaftler,1--SOC--Art--arts_handraft_performances,3,1
Oboist,1--SOC--Art--arts_handraft_performances,3,1
Opernchorsaenger,1--SOC--Art--arts_handraft_performances,3,1
Operndirektor,1--SOC--Art--arts_handraft_performances,3,1
Opernsaenger,1--SOC--Art--arts_handraft_performances,3,1
Oratoriumsaenger,1--SOC--Art--arts_handraft_performances,3,1
Orchesterdirigent,1--SOC--Art--arts_handraft_performances,3,1
Orchesterinstrumentalist,1--SOC--Art--arts_handraft_performances,3,1
Organist,1--SOC--Art--arts_handraft_performances,3,1
Orgelspieler,1--SOC--Art--arts_handraft_performances,3,1
Paukist,1--SOC--Art--arts_handraft_performances,3,1
Percussionist,1--SOC--Art--arts_handraft_performances,3,1
Philharmoniker,1--SOC--Art--arts_handraft_performances,3,1
Pianist,1--SOC--Art--arts_handraft_performances,3,1
Polizeimusiker,1--SOC--Art--arts_handraft_performances,3,1
Popularmusiker,1--SOC--Art--arts_handraft_performances,3,1
Posaunist,1--SOC--Art--arts_handraft_performances,3,1
Repetitor,1--SOC--Art--arts_handraft_performances,3,1
Rockmusiker,1--SOC--Art--arts_handraft_performances,3,1
Saenger,1--SOC--Art--arts_handraft_performances,3,1
Saxophonspieler,1--SOC--Art--arts_handraft_performances,3,1
Schlagzeuger,1--SOC--Art--arts_handraft_performances,3,1
Schulmusiker,1--SOC--Art--arts_handraft_performances,3,1
Solist,1--SOC--Art--arts_handraft_performances,3,1
Solomusiker,1--SOC--Art--arts_handraft_performances,3,1
Solorepetitor,1--SOC--Art--arts_handraft_performances,3,1
Solosaenger,1--SOC--Art--arts_handraft_performances,3,1
Sopran,1--SOC--Art--arts_handraft_performances,3,1
Sounddesigner,1--SOC--Art--arts_handraft_performances,3,1
Ensembleleiter,1--SOC--Art--arts_handraft_performances,3,1
Stimmfuehrer,1--SOC--Art--arts_handraft_performances,3,1
Straßenmusiker,1--SOC--Art--arts_handraft_performances,3,1
Studienleiter,1--SOC--Art--arts_handraft_performances,3,1
Symphoniker,1--SOC--Art--arts_handraft_performances,3,1
Tanzmusiker,1--SOC--Art--arts_handraft_performances,3,1
Ton-Designer,1--SOC--Art--arts_handraft_performances,3,1
Tonkuenstler,1--SOC--Art--arts_handraft_performances,3,1
Trommler,1--SOC--Art--arts_handraft_performances,3,1
Trompeter,1--SOC--Art--arts_handraft_performances,3,1
Tubablaeser,1--SOC--Art--arts_handraft_performances,3,1
Unterhaltungsmusiker,1--SOC--Art--arts_handraft_performances,3,1
Vibraphonist,1--SOC--Art--arts_handraft_performances,3,1
Violinist,1--SOC--Art--arts_handraft_performances,3,1
Vorspieler,1--SOC--Art--arts_handraft_performances,3,1
Waldhornist,1--SOC--Art--arts_handraft_performances,3,1
Xylophon-Spieler,1--SOC--Art--arts_handraft_performances,3,1
Zupfinstrumentenspieler,1--SOC--Art--arts_handraft_performances,3,1
"Zweite,""1--SOC--Art--arts_handraft_performances, 1--SOC--Mobility_Sector--general_reference"",""3, 9"",2"
Orchestermusiker,1--SOC--Art--arts_handraft_performances,3,1
Action-Darsteller/in,1--SOC--Art--arts_handraft_performances,3,1
Akrobat/in,1--SOC--Art--arts_handraft_performances,3,1
Anfaenger/in,1--SOC--Art--arts_handraft_performances,3,1
Artist/in,1--SOC--Art--arts_handraft_performances,3,1
Athlet/in,1--SOC--Art--arts_handraft_performances,3,1
Autorennfahrer/in,1--SOC--Art--arts_handraft_performances,3,1
Ballerina/Ballerino,1--SOC--Art--arts_handraft_performances,3,1
Balletteuse,1--SOC--Art--arts_handraft_performances,3,1
Ballettmeister/in,1--SOC--Art--arts_handraft_performances,3,1
Balletttaenzer/in,1--SOC--Art--arts_handraft_performances,3,1
Bauchtaenzer/in,1--SOC--Art--arts_handraft_performances,3,1
Berufsfahrer/in,1--SOC--Art--arts_handraft_performances,3,1
Berufsmodell,1--SOC--Art--arts_handraft_performances,3,1
Berufssportler/in,1--SOC--Art--arts_handraft_performances,3,1
Bodenakrobat/in,1--SOC--Art--arts_handraft_performances,3,1
Boxer/in,1--SOC--Art--arts_handraft_performances,3,1
Buehnenakrobat/in,1--SOC--Art--arts_handraft_performances,3,1
Buehnendarsteller/in,1--SOC--Art--arts_handraft_performances,3,1
Buehnenschauspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Buehnentaenzer/in,1--SOC--Art--arts_handraft_performances,3,1
Cascadeur/in,1--SOC--Art--arts_handraft_performances,3,1
Catwalker/in,1--SOC--Art--arts_handraft_performances,3,1
Charakterdarsteller/in,1--SOC--Art--arts_handraft_performances,3,1
Choreograf/in,1--SOC--Art--arts_handraft_performances,3,1
Darsteller/in,1--SOC--Art--arts_handraft_performances,3,1
Degenschlucker/in,1--SOC--Art--arts_handraft_performances,3,1
Dipl.-Choreograph/in,1--SOC--Art--arts_handraft_performances,3,1
Dompteur/Dompteuse,1--SOC--Art--arts_handraft_performances,3,1
Drahtseilakrobat/in,1--SOC--Art--arts_handraft_performances,3,1
Drahtseilkuenstler/in,1--SOC--Art--arts_handraft_performances,3,1
Dressman,1--SOC--Art--arts_handraft_performances,3,1
Eishockeyspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Eislaufkuenstler/in,1--SOC--Art--arts_handraft_performances,3,1
Elefantendompteur/in,1--SOC--Art--arts_handraft_performances,3,1
Equilibrist/in,1--SOC--Art--arts_handraft_performances,3,1
Fahrradkunstfahrer/in,1--SOC--Art--arts_handraft_performances,3,1
Filmdarsteller/in,1--SOC--Art--arts_handraft_performances,3,1
Filmschauspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Folkoretaenzer/in,1--SOC--Art--arts_handraft_performances,3,1
Fotomodell,1--SOC--Art--arts_handraft_performances,3,1
Fußballer/in,1--SOC--Art--arts_handraft_performances,3,1
Fußballspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Go-Go-Girl,1--SOC--Art--arts_handraft_performances,3,1
Gruppentaenzer/in,1--SOC--Art--arts_handraft_performances,3,1
Handballspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Hintergrunddarstelle/r,1--SOC--Art--arts_handraft_performances,3,1
Hoerfunkschauspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Hundedresseur/in,1--SOC--Art--arts_handraft_performances,3,1
Jockey,1--SOC--Art--arts_handraft_performances,3,1
Jongleur/in,1--SOC--Art--arts_handraft_performances,3,1
Kammerschauspieler/in,1--SOC--Art--arts_handraft_performances,3,1
Kleindarsteller/in,1--SOC--Art--arts_handraft_performances,3,1
Komoediant/in,1--SOC--Art--arts_handraft_performances,3,1
Komparse/Komparsin,1--SOC--Art--arts_handraft_performances,3,1
Kunstreiter/in,1--SOC--Art--arts_handraft_performances,3,1
Loewendompteur/in,1--SOC--Art--arts_handraft_performances,3,1
Mannequin/Dressman,1--SOC--Art--arts_handraft_performances,3,1
Meistertaenzer/in,1--SOC--Art--arts_handraft_performances,3,1
Mimiker/in,1--SOC--Art--arts_handraft_performances,3,1
Modell,1--SOC--Art--arts_handraft_performances,3,1
Motorradrennfahrer/in,1--SOC--Art--arts_handraft_performances,3,1
Musical-Darsteller/in,1--SOC--Art--arts_handraft_performances,3,1
Musical-Taenzer/in,1--SOC--Art--arts_handraft_performances,3,1
Pantomime/Pantomimin,1--SOC--Art--arts_handraft_performances,3,1
Pferdedompteur/in,1--SOC--Art--arts_handraft_performances,3,1
Prostituierte/r,1--SOC--Art--arts_handraft_performances,3,1
Radrennfahrer/in,1--SOC--Art--arts_handraft_performances,3,1
Rennfahrer/in,1--SOC--Art--arts_handraft_performances,3,1
Rollschuhlaeufer/in,1--SOC--Art--arts_handraft_performances,3,1
